review_id,cluster_label,cluster_size,role,needs_5min_confirmation,station_id,start_hour,end_hour,duration_hours,affected_sensor_groups,n_sensor_groups,dominant_detector,detector_concordance,max_abs_zscore,max_iforest_score,min_rolling_variance,reasons,cluster_probability,label
1,0,104,representative,True,IBARAS3,2025-10-18 23:00:00+00:00,2025-10-20 11:00:00+00:00,37,anemometer,1,stuck,1,1.0,0.4791694001830794,0.0,stuck_variance_zero,1.0,
2,0,104,representative,True,INUQAT9,2025-10-18 23:00:00+00:00,2025-10-20 18:00:00+00:00,44,anemometer,1,stuck,1,,0.47499787809562044,0.0,stuck_variance_zero,1.0,
3,0,104,representative,True,IJANZO2,2025-10-23 17:00:00+00:00,2025-10-25 08:00:00+00:00,40,anemometer,1,stuck,1,,0.47084374925085487,0.0,stuck_variance_zero,1.0,
4,0,104,representative,True,ITAHLI1,2025-10-27 23:00:00+00:00,2025-10-28 22:00:00+00:00,24,anemometer,1,stuck,1,,0.4704570356717972,0.0,stuck_variance_zero,1.0,
5,0,104,representative,True,IJANZO2,2025-11-01 11:00:00+00:00,2025-11-02 12:00:00+00:00,26,anemometer,1,stuck,1,0.0,0.47285165496858733,0.0,stuck_variance_zero,1.0,
6,0,104,boundary,True,IBARAS3,2025-10-20 17:00:00+00:00,2025-10-21 22:00:00+00:00,30,anemometer|wind_vane,2,stuck,2,7.225354262390381,0.6907230460703415,0.0,iforest_outlier|stuck_variance_zero,0.023191426831382998,
7,0,104,boundary,True,IBIRAL3,2026-01-21 22:00:00+00:00,2026-01-23 15:00:00+00:00,42,thermo_hygrometer|wind_vane,2,stuck,2,3.25,0.7157395626085383,0.0,iforest_outlier|stuck_variance_zero,0.020894396511907852,
8,1,135,representative,False,IMURQU6,2025-10-06 11:00:00+00:00,2025-10-06 13:00:00+00:00,3,light_uv,1,physical,2,492.1781818181818,0.8076785161342518,,iforest_outlier|physical_suspect_breach,1.0,
9,1,135,representative,False,IMURQU6,2025-10-07 11:00:00+00:00,2025-10-07 12:00:00+00:00,2,light_uv,1,physical,2,495.00363636363636,0.8227995175645829,6.0271739130434785,iforest_outlier|physical_suspect_breach,1.0,
10,1,135,representative,False,IALWAH18,2025-11-07 06:00:00+00:00,2025-11-07 06:00:00+00:00,1,light_uv,1,physical,2,16.0,0.7544062034535864,12.331521739130435,mad_high|physical_suspect_breach,1.0,
11,1,135,representative,False,ITAHLI1,2026-03-14 11:00:00+00:00,2026-03-14 13:00:00+00:00,3,light_uv,1,physical,2,626.2681704260654,0.7912835817652614,,iforest_outlier|physical_suspect_breach,1.0,
12,1,135,representative,False,IJABAL15,2026-03-17 11:00:00+00:00,2026-03-17 13:00:00+00:00,3,light_uv,1,physical,2,299.8207847295864,0.7748017247913891,,mad_high|physical_limit_breach,1.0,
13,1,135,boundary,False,IMURQU7,2026-01-26 22:00:00+00:00,2026-01-26 22:00:00+00:00,1,anemometer|rain_gauge,2,physical,3,14.0,0.86671909595118,,iforest_outlier|mad_high|physical_limit_breach,0.30872413037878776,
14,1,135,boundary,False,IMURQU7,2026-02-18 11:00:00+00:00,2026-02-18 12:00:00+00:00,2,barometer|rain_gauge,2,physical,3,24.411764705882355,0.8731936724926257,2.3008475119855465,iforest_outlier|mad_high|physical_limit_breach,0.3071515341589219,
15,2,56,representative,False,ITRIPO32,2025-10-14 10:00:00+00:00,2025-10-14 14:00:00+00:00,5,light_uv,1,zscore,1,5191.588235294118,0.5749933254834644,,mad_high,1.0,
16,2,56,representative,False,ITRIPO32,2025-10-21 09:00:00+00:00,2025-10-21 13:00:00+00:00,5,light_uv,1,zscore,1,6859.470588235295,0.687637829086702,,mad_high,1.0,
17,2,56,representative,False,ITRIPO32,2025-10-28 09:00:00+00:00,2025-10-28 14:00:00+00:00,6,light_uv,1,zscore,1,6883.823529411766,0.687637829086702,,mad_high,1.0,
18,2,56,representative,False,ITRIPO32,2025-10-30 10:00:00+00:00,2025-10-30 13:00:00+00:00,4,light_uv,1,zscore,1,6568.058823529412,0.664671313820128,,mad_high,1.0,
19,2,56,representative,False,ITRIPO32,2025-11-03 09:00:00+00:00,2025-11-03 09:00:00+00:00,1,light_uv,1,zscore,1,5689.000000000001,0.6345909833223511,,mad_high,1.0,
20,2,56,boundary,False,ITRIPO32,2025-11-01 09:00:00+00:00,2025-11-01 13:00:00+00:00,5,light_uv,1,zscore,1,7673.235294117647,0.7290843777644069,,mad_high,0.7384653517382763,
21,2,56,boundary,False,ITRIPO32,2025-10-19 09:00:00+00:00,2025-10-19 12:00:00+00:00,4,light_uv,1,zscore,1,8270.64705882353,0.7562145489747049,,mad_high,0.6226629366104335,
22,3,86,representative,False,IDERNA7,2025-08-11 12:00:00+00:00,2025-08-11 12:00:00+00:00,1,rain_gauge,1,iforest,1,,0.830445992544616,,iforest_outlier,1.0,
23,3,86,representative,False,IDERNA7,2025-08-17 06:00:00+00:00,2025-08-17 06:00:00+00:00,1,rain_gauge,1,iforest,1,,0.830445992544616,,iforest_outlier,1.0,
24,3,86,representative,False,IDERNA7,2025-08-18 06:00:00+00:00,2025-08-18 06:00:00+00:00,1,rain_gauge,1,iforest,1,,0.830445992544616,,iforest_outlier,1.0,
25,3,86,representative,False,IDERNA7,2025-08-18 13:00:00+00:00,2025-08-18 13:00:00+00:00,1,rain_gauge,1,iforest,1,,0.830445992544616,,iforest_outlier,1.0,
26,3,86,representative,False,IDERNA7,2025-08-19 10:00:00+00:00,2025-08-19 10:00:00+00:00,1,rain_gauge,1,iforest,1,,0.830445992544616,,iforest_outlier,1.0,
27,3,86,boundary,False,IMISRA12,2025-11-22 09:00:00+00:00,2025-11-22 23:00:00+00:00,15,rain_gauge,1,iforest,1,,0.8621309263580482,,iforest_outlier,0.02827733177517667,
28,3,86,boundary,False,IMISRA12,2025-11-21 11:00:00+00:00,2025-11-21 23:00:00+00:00,13,rain_gauge,1,iforest,1,,0.7954556170283593,,iforest_outlier,0.02771958283357106,
29,4,108,representative,False,IBARAS3,2025-10-12 11:00:00+00:00,2025-10-12 11:00:00+00:00,1,rain_gauge,1,iforest,1,,0.8439768102510187,0.043558579148324846,iforest_outlier,1.0,
30,4,108,representative,False,IJANZO2,2025-10-20 06:00:00+00:00,2025-10-20 06:00:00+00:00,1,rain_gauge,1,iforest,1,,0.852878565855367,0.2746902148369703,iforest_outlier,1.0,
31,4,108,representative,False,IMISRA12,2025-11-11 13:00:00+00:00,2025-11-11 13:00:00+00:00,1,rain_gauge,1,iforest,1,,0.8446558669226286,0.03559393821021317,iforest_outlier,1.0,
32,4,108,representative,False,IMISRA12,2025-11-11 16:00:00+00:00,2025-11-11 16:00:00+00:00,1,rain_gauge,1,iforest,1,,0.8446558669226286,0.06809275135866867,iforest_outlier,1.0,
33,4,108,representative,False,ITRIPO32,2025-11-27 19:00:00+00:00,2025-11-27 19:00:00+00:00,1,rain_gauge,1,iforest,1,,0.8480870029069223,0.0824608980618866,iforest_outlier,1.0,
34,4,108,boundary,False,IZAWIY5,2026-03-16 01:00:00+00:00,2026-03-16 13:00:00+00:00,13,rain_gauge,1,iforest,1,,0.8672837709226708,0.2646237106909025,iforest_outlier,0.016057208116456317,
35,4,108,boundary,False,IJABAL14,2025-12-03 10:00:00+00:00,2025-12-03 22:00:00+00:00,13,rain_gauge,1,iforest,1,,0.8719560005960673,0.2927372626567744,iforest_outlier,0.01605592345802375,
36,5,75,representative,False,IDERNA7,2025-06-18 00:00:00+00:00,2025-06-18 00:00:00+00:00,1,barometer|wind_vane,2,iforest,2,29.882352941176467,0.8317928924181308,,iforest_outlier|mad_high,1.0,
37,5,75,representative,False,IALWAH18,2025-09-01 17:00:00+00:00,2025-09-01 17:00:00+00:00,1,barometer|thermo_hygrometer,2,iforest,2,11.941176470588234,0.793930001410172,,iforest_outlier|mad_high,1.0,
38,5,75,representative,False,IDERNA7,2025-09-20 12:00:00+00:00,2025-09-20 13:00:00+00:00,2,thermo_hygrometer|wind_vane,2,iforest,2,18.223769278150336,0.6664742119903421,0.4541012807420791,iforest_outlier|mad_high,1.0,
39,5,75,representative,False,IBIRAL3,2025-10-15 12:00:00+00:00,2025-10-15 16:00:00+00:00,5,thermo_hygrometer|wind_vane,2,iforest,2,31.84939954403112,0.749171727873865,0.45928374639061337,iforest_outlier|mad_high,1.0,
40,5,75,representative,False,ITAHLI1,2025-10-16 12:00:00+00:00,2025-10-16 14:00:00+00:00,3,anemometer|thermo_hygrometer,2,iforest,1,4.5,0.7836883455656077,0.43297101449275355,iforest_outlier,1.0,
41,5,75,boundary,False,IMURQU7,2026-03-16 11:00:00+00:00,2026-03-16 11:00:00+00:00,1,anemometer|light_uv,2,iforest,2,18.0,0.8007379789281396,5.152173913043477,iforest_outlier|mad_high,0.9103840930075323,
42,5,75,boundary,False,INUQAT10,2026-03-21 12:00:00+00:00,2026-03-21 12:00:00+00:00,1,barometer|light_uv,2,iforest,1,299.9469696969697,0.784346561784175,0.9996260869565244,iforest_outlier,0.8960941952993747,
43,6,32,representative,False,IBARAS3,2025-10-09 12:00:00+00:00,2025-10-09 13:00:00+00:00,2,rain_gauge|wind_vane,2,iforest,1,7.222845875450616,0.8439768102510187,,iforest_outlier,1.0,
44,6,32,representative,False,IZAWIY5,2025-10-19 11:00:00+00:00,2025-10-19 11:00:00+00:00,1,barometer|rain_gauge,2,iforest,2,11.058823529411763,0.8438731115307637,,iforest_outlier|mad_high,1.0,
45,6,32,representative,False,INUQAT9,2025-10-19 16:00:00+00:00,2025-10-19 22:00:00+00:00,7,rain_gauge|thermo_hygrometer,2,iforest,1,2.4444444444444446,0.8378747556878181,,iforest_outlier,1.0,
46,6,32,representative,False,IMURQU6,2025-10-20 08:00:00+00:00,2025-10-20 08:00:00+00:00,1,rain_gauge|thermo_hygrometer,2,iforest,1,2.4166666666666665,0.8529769177984957,,iforest_outlier,1.0,
47,6,32,representative,False,ITRIPO33,2025-11-03 08:00:00+00:00,2025-11-03 09:00:00+00:00,2,rain_gauge|thermo_hygrometer,2,iforest,1,3.111111111111111,0.8551500541249982,0.07396663370155357,iforest_outlier,1.0,
48,6,32,boundary,False,IALWAH18,2026-03-30 13:00:00+00:00,2026-03-30 22:00:00+00:00,10,barometer|rain_gauge,2,iforest,2,14.823529411764705,0.8390917053596103,,iforest_outlier|mad_high,1.0,
49,6,32,boundary,False,ITRIPO33,2025-12-28 06:00:00+00:00,2025-12-28 13:00:00+00:00,8,rain_gauge|thermo_hygrometer,2,iforest,1,3.2222222222222223,0.7993788898784593,,iforest_outlier,0.9789296106973677,
50,7,112,representative,False,IALWAH18,2025-09-30 13:00:00+00:00,2025-09-30 15:00:00+00:00,3,thermo_hygrometer,1,iforest,1,4.2,0.76018175142345,25.471014492753376,iforest_outlier,1.0,
51,7,112,representative,False,IJABAL13,2025-10-16 11:00:00+00:00,2025-10-16 14:00:00+00:00,4,thermo_hygrometer,1,iforest,1,3.75,0.7639553416183491,2.8677536231884124,iforest_outlier,1.0,
52,7,112,representative,False,IJABAL13,2025-10-25 13:00:00+00:00,2025-10-25 17:00:00+00:00,5,thermo_hygrometer,1,iforest,1,3.75,0.7639553416183491,5.014492753623113,iforest_outlier,1.0,
53,7,112,representative,False,IDERNA7,2025-11-03 03:00:00+00:00,2025-11-03 05:00:00+00:00,3,thermo_hygrometer,1,iforest,1,3.142857142857143,0.729215001529625,45.34601449275371,iforest_outlier,1.0,
54,7,112,representative,False,ITAHLI1,2025-11-17 11:00:00+00:00,2025-11-17 13:00:00+00:00,3,thermo_hygrometer,1,iforest,1,2.923076923076923,0.735890557170743,27.54891304347824,iforest_outlier,1.0,
55,7,112,boundary,False,IJANZO3,2026-01-24 12:00:00+00:00,2026-01-24 17:00:00+00:00,6,thermo_hygrometer,1,iforest,2,3.909090909090909,0.7395731106226026,90.16666666667389,iforest_outlier|mad_high,0.1576247029115513,
56,7,112,boundary,False,ITRIPO32,2026-02-03 10:00:00+00:00,2026-02-03 10:00:00+00:00,1,thermo_hygrometer,1,iforest,2,3.6,0.725464850276013,86.37500000000036,iforest_outlier|mad_high,0.1576247029115513,
57,8,82,representative,False,IALWAH18,2025-09-02 12:00:00+00:00,2025-09-02 16:00:00+00:00,5,thermo_hygrometer,1,iforest,1,4.2,0.76018175142345,,iforest_outlier,1.0,
58,8,82,representative,False,IJABAL16,2025-10-15 14:00:00+00:00,2025-10-15 15:00:00+00:00,2,thermo_hygrometer,1,iforest,1,4.0,0.7588733617458077,,iforest_outlier,1.0,
59,8,82,representative,False,ITAHLI1,2025-10-15 14:00:00+00:00,2025-10-15 15:00:00+00:00,2,thermo_hygrometer,1,iforest,1,4.25,0.7506639196396316,,iforest_outlier,1.0,
60,8,82,representative,False,INALUT3,2025-10-16 12:00:00+00:00,2025-10-16 14:00:00+00:00,3,thermo_hygrometer,1,iforest,1,4.25,0.7667899115798384,,iforest_outlier,1.0,
61,8,82,representative,False,IMURQU6,2025-10-20 05:00:00+00:00,2025-10-20 06:00:00+00:00,2,thermo_hygrometer,1,iforest,1,2.5833333333333335,0.7178782056710822,,iforest_outlier,1.0,
62,8,82,boundary,False,IBIRAL3,2026-03-18 08:00:00+00:00,2026-03-18 09:00:00+00:00,2,thermo_hygrometer,1,iforest,2,3.6666666666666665,0.7440156365316233,,iforest_outlier|mad_high,0.27709495236032555,
63,8,82,boundary,False,IALWAH18,2026-03-19 02:00:00+00:00,2026-03-19 06:00:00+00:00,5,thermo_hygrometer,1,iforest,2,3.9166666666666665,0.7361081046388552,,iforest_outlier|mad_high,0.27709495236032555,
64,9,66,representative,False,INUQAT8,2025-10-10 11:00:00+00:00,2025-10-10 12:00:00+00:00,2,thermo_hygrometer,1,zscore,1,5.0,0.7314932232037088,12.079710144927548,mad_high,1.0,
65,9,66,representative,False,IJABAL14,2025-10-21 14:00:00+00:00,2025-10-21 16:00:00+00:00,3,thermo_hygrometer,1,zscore,1,4.666666666666667,0.6773759983258422,11.679347826086959,mad_high,1.0,
66,9,66,representative,False,INUQAT10,2025-10-21 14:00:00+00:00,2025-10-21 16:00:00+00:00,3,thermo_hygrometer,1,zscore,1,5.0,0.7245384752871162,18.563405797101424,mad_high,1.0,
67,9,66,representative,False,INUQAT8,2025-10-21 14:00:00+00:00,2025-10-21 16:00:00+00:00,3,thermo_hygrometer,1,zscore,1,5.0,0.7412644453651753,13.693840579710137,mad_high,1.0,
68,9,66,representative,False,IJABAL14,2025-10-22 11:00:00+00:00,2025-10-22 12:00:00+00:00,2,thermo_hygrometer,1,zscore,1,5.0,0.7269489513433999,6.954710144927576,mad_high,1.0,
69,9,66,boundary,False,ITRIPO33,2026-02-03 11:00:00+00:00,2026-02-03 22:00:00+00:00,12,thermo_hygrometer,1,zscore,2,4.444444444444445,0.7536004322079992,44.253623188403296,iforest_outlier|mad_high,0.29382974261473727,
70,9,66,boundary,False,IMISRA13,2026-02-06 12:00:00+00:00,2026-02-06 16:00:00+00:00,5,thermo_hygrometer,1,zscore,2,5.333333333333333,0.742506995744516,24.840579710144844,iforest_outlier|mad_high,0.29382974261473727,
71,10,49,representative,False,IDERNA7,2025-09-28 10:00:00+00:00,2025-09-28 13:00:00+00:00,4,thermo_hygrometer,1,zscore,1,4.142857142857143,0.6111145647076125,,mad_high,1.0,
72,10,49,representative,False,INUQAT8,2025-10-14 11:00:00+00:00,2025-10-14 13:00:00+00:00,3,thermo_hygrometer,1,zscore,1,5.333333333333333,0.7423434978723608,,mad_high,1.0,
73,10,49,representative,False,IJABAL14,2025-10-14 13:00:00+00:00,2025-10-14 16:00:00+00:00,4,thermo_hygrometer,1,zscore,1,4.666666666666667,0.6773759983258422,,mad_high,1.0,
74,10,49,representative,False,IMISRA12,2025-10-19 12:00:00+00:00,2025-10-19 13:00:00+00:00,2,thermo_hygrometer,1,zscore,1,5.0,0.7148720013796438,,mad_high,1.0,
75,10,49,representative,False,IJABAL14,2025-10-22 15:00:00+00:00,2025-10-22 16:00:00+00:00,2,thermo_hygrometer,1,zscore,1,5.0,0.7269489513433999,,mad_high,1.0,
76,10,49,boundary,False,IALWAH18,2026-03-13 23:00:00+00:00,2026-03-14 07:00:00+00:00,9,thermo_hygrometer,1,zscore,2,3.8333333333333335,0.7210139197715961,,iforest_outlier|mad_high,0.39772354275993443,
77,10,49,boundary,False,INALUT3,2026-03-20 01:00:00+00:00,2026-03-20 08:00:00+00:00,8,thermo_hygrometer,1,zscore,2,4.090909090909091,0.7159656274745148,,iforest_outlier|mad_high,0.39772354275993443,
78,11,178,representative,False,IDERNA7,2025-06-15 21:00:00+00:00,2025-06-15 21:00:00+00:00,1,wind_vane,1,iforest,1,12.588003358420954,0.658020203264295,,iforest_outlier,1.0,
79,11,178,representative,False,IDERNA7,2025-06-16 02:00:00+00:00,2025-06-16 02:00:00+00:00,1,wind_vane,1,iforest,1,18.076128362038865,0.6655729672353685,,iforest_outlier,1.0,
80,11,178,representative,False,IDERNA7,2025-06-17 03:00:00+00:00,2025-06-17 03:00:00+00:00,1,wind_vane,1,iforest,1,2.7441202419723543,0.6628746820916688,,iforest_outlier,1.0,
81,11,178,representative,False,IDERNA7,2025-06-19 08:00:00+00:00,2025-06-19 08:00:00+00:00,1,wind_vane,1,iforest,1,18.511856102179195,0.6679856332747838,,iforest_outlier,1.0,
82,11,178,representative,False,IDERNA7,2025-06-24 15:00:00+00:00,2025-06-24 15:00:00+00:00,1,wind_vane,1,iforest,1,13.174458118735597,0.6579278771163014,,iforest_outlier,1.0,
83,11,178,boundary,False,IBIRAL3,2025-11-12 04:00:00+00:00,2025-11-12 04:00:00+00:00,1,wind_vane,1,iforest,2,31.84939954403112,0.661371636600087,,iforest_outlier|mad_high,0.01166013718225122,
84,11,178,boundary,False,IBIRAL3,2025-10-14 19:00:00+00:00,2025-10-14 19:00:00+00:00,1,wind_vane,1,iforest,2,31.851916792810613,0.661371636600087,,iforest_outlier|mad_high,0.011660137085891848,
85,12,39,representative,False,IJANZO4,2025-11-27 15:00:00+00:00,2025-11-27 15:00:00+00:00,1,barometer,1,zscore,1,11.941176470588234,0.7296510628294228,,mad_high,1.0,
86,12,39,representative,False,INALUT3,2025-12-02 14:00:00+00:00,2025-12-02 14:00:00+00:00,1,barometer,1,zscore,1,11.941176470588234,0.757238530460505,,mad_high,1.0,
87,12,39,representative,False,INALUT3,2025-12-03 09:00:00+00:00,2025-12-03 09:00:00+00:00,1,barometer,1,zscore,1,11.970588235294118,0.7567263665146465,,mad_high,1.0,
88,12,39,representative,False,IJANZO4,2025-12-03 12:00:00+00:00,2025-12-03 12:00:00+00:00,1,barometer,1,zscore,1,18.676470588235293,0.774859899521032,,mad_high,1.0,
89,12,39,representative,False,INALUT3,2025-12-03 16:00:00+00:00,2025-12-03 16:00:00+00:00,1,barometer,1,zscore,1,9.205882352941176,0.7227240383796291,,mad_high,1.0,
90,12,39,boundary,False,IDERNA7,2025-12-21 02:00:00+00:00,2025-12-21 04:00:00+00:00,3,barometer,1,zscore,1,8.029629629630195,0.7512019912864308,5.771207971021848,mad_high,0.7567090514605948,
91,12,39,boundary,False,IDERNA7,2025-12-21 23:00:00+00:00,2025-12-22 16:00:00+00:00,18,barometer,1,zscore,1,10.294117647059007,0.7273437291944297,,mad_high,0.6547547131957256,
92,13,122,representative,False,INUQAT10,2025-10-14 16:00:00+00:00,2025-10-14 16:00:00+00:00,1,anemometer,1,iforest,1,,0.7759664315472055,,iforest_outlier,1.0,
93,13,122,representative,False,ITAHLI1,2025-12-05 11:00:00+00:00,2025-12-05 11:00:00+00:00,1,anemometer,1,iforest,1,4.0,0.7753775971578906,,iforest_outlier,1.0,
94,13,122,representative,False,ITAHLI1,2025-12-05 12:00:00+00:00,2025-12-05 12:00:00+00:00,1,anemometer,1,iforest,1,,0.7836883455656077,,iforest_outlier,1.0,
95,13,122,representative,False,ITAHLI1,2025-12-06 13:00:00+00:00,2025-12-06 13:00:00+00:00,1,anemometer,1,iforest,1,,0.7836883455656077,,iforest_outlier,1.0,
96,13,122,representative,False,ITAHLI1,2025-12-19 00:00:00+00:00,2025-12-19 00:00:00+00:00,1,anemometer,1,iforest,1,,0.7836883455656077,,iforest_outlier,1.0,
97,13,122,boundary,False,INUQAT9,2026-01-31 09:00:00+00:00,2026-01-31 13:00:00+00:00,5,anemometer,1,iforest,1,4.0,0.8453075190006901,,iforest_outlier,0.036491401095143,
98,13,122,boundary,False,IJANZO2,2026-01-26 07:00:00+00:00,2026-01-26 12:00:00+00:00,6,anemometer,1,iforest,1,5.0,0.777835241397195,,iforest_outlier,0.033294447949034287,
99,14,63,representative,False,IDERNA7,2025-06-24 21:00:00+00:00,2025-06-24 21:00:00+00:00,1,anemometer,1,iforest,2,13.0,0.8117406114840613,,iforest_outlier|mad_high,1.0,
100,14,63,representative,False,I90583612,2025-11-16 12:00:00+00:00,2025-11-16 12:00:00+00:00,1,anemometer,1,iforest,2,16.0,0.784004552848637,,iforest_outlier|mad_high,1.0,
101,14,63,representative,False,IDERNA7,2025-12-08 15:00:00+00:00,2025-12-08 15:00:00+00:00,1,anemometer,1,iforest,2,27.666666666666668,0.8352936328758067,,iforest_outlier|mad_high,1.0,
102,14,63,representative,False,IBARAS3,2025-12-19 02:00:00+00:00,2025-12-19 02:00:00+00:00,1,anemometer,1,iforest,2,19.0,0.7958887974770487,,iforest_outlier|mad_high,1.0,
103,14,63,representative,False,IZAWIY5,2025-12-20 14:00:00+00:00,2025-12-20 14:00:00+00:00,1,anemometer,1,iforest,2,18.0,0.8037540054220198,,iforest_outlier|mad_high,1.0,
104,14,63,boundary,False,IDERNA7,2026-01-21 00:00:00+00:00,2026-01-21 02:00:00+00:00,3,anemometer,1,iforest,2,49.0,0.8547266200424177,,iforest_outlier|mad_high,0.5972332069823442,
105,14,63,boundary,False,IDERNA7,2026-01-19 20:00:00+00:00,2026-01-20 07:00:00+00:00,12,anemometer,1,iforest,2,14.0,0.8369861301134541,,iforest_outlier|mad_high,0.2536362430056677,
106,15,63,representative,False,IBARAS3,2026-01-18 20:00:00+00:00,2026-01-18 22:00:00+00:00,3,anemometer,1,iforest,2,20.0,0.7892990121452578,16.867753623188374,iforest_outlier|mad_high,1.0,
107,15,63,representative,False,IBARAS3,2026-01-19 00:00:00+00:00,2026-01-19 01:00:00+00:00,2,anemometer,1,iforest,2,22.0,0.7958887974770487,14.302536231884016,iforest_outlier|mad_high,1.0,
108,15,63,representative,False,IMURQU7,2026-01-23 10:00:00+00:00,2026-01-23 14:00:00+00:00,5,anemometer,1,iforest,2,20.0,0.7784878493008749,32.260869565217355,iforest_outlier|mad_high,1.0,
109,15,63,representative,False,IMURQU7,2026-01-25 12:00:00+00:00,2026-01-25 16:00:00+00:00,5,anemometer,1,iforest,2,18.0,0.7742271709564289,29.88405797101445,iforest_outlier|mad_high,1.0,
110,15,63,representative,False,IZAWIY5,2026-01-25 12:00:00+00:00,2026-01-25 15:00:00+00:00,4,anemometer,1,iforest,2,18.0,0.8037540054220198,17.809782608695656,iforest_outlier|mad_high,1.0,
111,15,63,boundary,False,IBARAS3,2026-01-28 20:00:00+00:00,2026-01-29 04:00:00+00:00,9,anemometer,1,iforest,2,18.0,0.7958887974770487,14.911231884057951,iforest_outlier|mad_high,0.5612213783801869,
112,15,63,boundary,False,INUQAT8,2026-01-31 12:00:00+00:00,2026-01-31 20:00:00+00:00,9,anemometer,1,iforest,2,8.0,0.7984781998344236,36.432971014492665,iforest_outlier|mad_high,0.5600766889034735,
113,16,57,representative,False,IMURQU7,2025-10-27 15:00:00+00:00,2025-10-27 15:00:00+00:00,1,anemometer,1,zscore,1,14.0,0.6328388714325105,,mad_high,1.0,
114,16,57,representative,False,IBARAS3,2025-11-18 03:00:00+00:00,2025-11-18 03:00:00+00:00,1,anemometer,1,zscore,1,13.0,0.6401740964455995,,mad_high,1.0,
115,16,57,representative,False,IBARAS3,2025-11-18 05:00:00+00:00,2025-11-18 05:00:00+00:00,1,anemometer,1,zscore,1,13.0,0.6401740964455995,,mad_high,1.0,
116,16,57,representative,False,IJANZO4,2025-11-26 14:00:00+00:00,2025-11-26 14:00:00+00:00,1,anemometer,1,zscore,1,14.0,0.5819249761855843,,mad_high,1.0,
117,16,57,representative,False,IBARAS3,2025-11-28 15:00:00+00:00,2025-11-28 15:00:00+00:00,1,anemometer,1,zscore,1,14.0,0.688629962868148,,mad_high,1.0,
118,16,57,boundary,False,IJABAL16,2026-01-22 21:00:00+00:00,2026-01-22 22:00:00+00:00,2,anemometer,1,zscore,2,8.8,0.7497839801556252,,iforest_outlier|mad_high,0.16172842118337963,
119,16,57,boundary,False,IMURQU6,2026-02-17 14:00:00+00:00,2026-02-17 15:00:00+00:00,2,anemometer,1,zscore,2,7.6,0.7758002614394625,,iforest_outlier|mad_high,0.16126839334318738,
120,17,143,representative,False,IZAWIY5,2025-10-28 13:00:00+00:00,2025-10-28 13:00:00+00:00,1,anemometer,1,zscore,1,13.0,0.6930939979311529,8.753623188405797,mad_high,1.0,
121,17,143,representative,False,IMURQU7,2025-11-18 05:00:00+00:00,2025-11-18 05:00:00+00:00,1,anemometer,1,zscore,1,18.0,0.7160294567291061,28.389492753623177,mad_high,1.0,
122,17,143,representative,False,IMURQU7,2025-11-18 08:00:00+00:00,2025-11-18 08:00:00+00:00,1,anemometer,1,zscore,1,14.0,0.6328388714325105,25.99275362318838,mad_high,1.0,
123,17,143,representative,False,IBARAS3,2025-11-18 12:00:00+00:00,2025-11-18 12:00:00+00:00,1,anemometer,1,zscore,1,13.0,0.6401740964455995,6.302536231884067,mad_high,1.0,
124,17,143,representative,False,IZAWIY5,2025-11-28 14:00:00+00:00,2025-11-28 14:00:00+00:00,1,anemometer,1,zscore,1,13.0,0.6930939979311529,11.563405797101456,mad_high,1.0,
125,17,143,boundary,False,IMISRA13,2026-02-17 14:00:00+00:00,2026-02-17 15:00:00+00:00,2,anemometer,1,zscore,2,17.0,0.7898494309774051,29.82608695652174,iforest_outlier|mad_high,0.09057607890769143,
126,17,143,boundary,False,IJABAL16,2026-03-16 11:00:00+00:00,2026-03-17 03:00:00+00:00,17,anemometer,1,zscore,2,22.0,0.7984463002711817,32.07065217391301,iforest_outlier|mad_high,0.09057607890769143,
127,18,38,representative,False,IBIRAL3,2025-10-06 03:00:00+00:00,2025-10-06 03:00:00+00:00,1,wind_vane,1,zscore,1,31.042993572110692,0.6143251123154495,,mad_high,1.0,
128,18,38,representative,False,IBIRAL3,2025-10-06 12:00:00+00:00,2025-10-06 12:00:00+00:00,1,wind_vane,1,zscore,1,29.185512321925888,0.6083327848001828,,mad_high,1.0,
129,18,38,representative,False,IBIRAL3,2025-10-08 14:00:00+00:00,2025-10-08 14:00:00+00:00,1,wind_vane,1,zscore,1,30.538044850979542,0.6072347861065048,,mad_high,1.0,
130,18,38,representative,False,IBIRAL3,2025-10-08 15:00:00+00:00,2025-10-08 15:00:00+00:00,1,wind_vane,1,zscore,1,7.984115462650613,0.6208561754166811,,mad_high,1.0,
131,18,38,representative,False,IBIRAL3,2025-10-08 17:00:00+00:00,2025-10-08 17:00:00+00:00,1,wind_vane,1,zscore,1,7.3893914865977175,0.6058960949795805,,mad_high,1.0,
132,18,38,boundary,False,IBIRAL3,2025-10-30 17:00:00+00:00,2025-10-30 19:00:00+00:00,3,wind_vane,1,zscore,1,8.0418321065076,0.6212432194434678,,mad_high,0.21888964706207364,
133,18,38,boundary,False,IBIRAL3,2025-10-19 12:00:00+00:00,2025-10-19 13:00:00+00:00,2,wind_vane,1,zscore,2,8.245328844191882,0.6641496604851119,,iforest_outlier|mad_high,0.10178699797870673,
134,19,31,representative,False,IALWAH18,2025-10-01 10:00:00+00:00,2025-10-01 10:00:00+00:00,1,barometer,1,iforest,1,8.617647058823529,0.7923201492465548,,iforest_outlier,1.0,
