episode_id,station_id,start_hour,end_hour,duration_hours,binary_fault,label_state,mechanisms,components,fired_channels,period
v2_000030,I90583612,2025-11-28 23:00:00+00:00,2025-11-28 23:00:00+00:00,1,0,benign,,,,pre_april
v2_000031,I90583612,2025-12-02 17:00:00+00:00,2025-12-02 17:00:00+00:00,1,0,benign,,,,pre_april
v2_000032,I90583612,2025-12-02 23:00:00+00:00,2025-12-03 02:00:00+00:00,4,0,benign,,,,pre_april
v2_000033,I90583612,2025-12-03 04:00:00+00:00,2025-12-03 04:00:00+00:00,1,0,benign,,,,pre_april
v2_000034,I90583612,2025-12-03 13:00:00+00:00,2025-12-03 13:00:00+00:00,1,0,benign,,,,pre_april
v2_000035,I90583612,2025-12-06 11:00:00+00:00,2025-12-06 11:00:00+00:00,1,0,benign,,,,pre_april
v2_000036,I90583612,2025-12-30 23:00:00+00:00,2025-12-30 23:00:00+00:00,1,0,benign,,,,pre_april
v2_000037,I90583612,2026-01-09 06:00:00+00:00,2026-01-09 06:00:00+00:00,1,0,benign,,,,pre_april
v2_000038,I90583612,2026-01-13 23:00:00+00:00,2026-01-13 23:00:00+00:00,1,0,benign,,,,pre_april
v2_000039,I90583612,2026-01-16 03:00:00+00:00,2026-01-16 03:00:00+00:00,1,0,benign,,,,pre_april
v2_000040,I90583612,2026-01-18 22:00:00+00:00,2026-01-18 23:00:00+00:00,2,0,benign,,,,pre_april
v2_000041,I90583612,2026-01-26 13:00:00+00:00,2026-01-26 15:00:00+00:00,3,0,benign,,,,pre_april
v2_000042,I90583612,2026-01-26 17:00:00+00:00,2026-01-26 17:00:00+00:00,1,0,benign,,,,pre_april
v2_000043,I90583612,2026-01-26 18:00:00+00:00,2026-01-26 18:00:00+00:00,1,0,benign,,,,pre_april
v2_000044,I90583612,2026-01-29 10:00:00+00:00,2026-01-29 10:00:00+00:00,1,0,benign,,,,pre_april
v2_000045,I90583612,2026-01-31 21:00:00+00:00,2026-01-31 21:00:00+00:00,1,0,benign,,,,pre_april
v2_000046,I90583612,2026-02-12 12:00:00+00:00,2026-02-12 12:00:00+00:00,1,0,benign,,,,pre_april
v2_000047,I90583612,2026-02-12 14:00:00+00:00,2026-02-12 14:00:00+00:00,1,0,benign,,,,pre_april
v2_000048,I90583612,2026-02-12 15:00:00+00:00,2026-02-12 16:00:00+00:00,2,0,benign,,,,pre_april
v2_000049,I90583612,2026-02-22 04:00:00+00:00,2026-02-22 04:00:00+00:00,1,0,benign,,,,pre_april
v2_000050,I90583612,2026-04-02 04:00:00+00:00,2026-04-02 07:00:00+00:00,4,0,benign,,,,april_may
v2_000051,I90583612,2026-05-01 15:00:00+00:00,2026-05-01 16:00:00+00:00,2,0,benign,,,,april_may
v2_000052,I90583612,2026-05-01 21:00:00+00:00,2026-05-01 21:00:00+00:00,1,0,benign,,,,april_may
v2_000053,I90583612,2026-05-02 12:00:00+00:00,2026-05-02 12:00:00+00:00,1,1,fault,spike_impossible,barometer,spike_impossible=pressure_trend_hpa,april_may
v2_000054,I90583612,2026-05-06 16:00:00+00:00,2026-05-06 16:00:00+00:00,1,0,benign,,,,april_may
v2_000055,I90583612,2026-05-08 12:00:00+00:00,2026-05-08 12:00:00+00:00,1,0,benign,,,,april_may
v2_000056,I90583612,2026-05-19 23:00:00+00:00,2026-05-19 23:00:00+00:00,1,1,fault,spike_impossible,barometer,spike_impossible=pressure_trend_hpa,april_may
v2_000057,I90583612,2026-05-20 03:00:00+00:00,2026-05-20 03:00:00+00:00,1,0,benign,,,,april_may
v2_000058,I90583612,2026-05-20 06:00:00+00:00,2026-05-20 06:00:00+00:00,1,0,benign,,,,april_may
v2_000059,I90583612,2026-05-20 10:00:00+00:00,2026-05-20 10:00:00+00:00,1,0,benign,,,,april_may
v2_000060,I90583612,2026-05-21 01:00:00+00:00,2026-05-21 01:00:00+00:00,1,0,benign,,,,april_may
v2_000061,I90583612,2026-05-25 12:00:00+00:00,2026-05-25 12:00:00+00:00,1,1,fault,spike_impossible,barometer,spike_impossible=pressure_trend_hpa,april_may
v2_000062,I90583612,2026-05-25 14:00:00+00:00,2026-05-25 14:00:00+00:00,1,0,benign,,,,april_may
v2_000063,I90583612,2026-05-29 04:00:00+00:00,2026-05-29 04:00:00+00:00,1,1,fault,spike_impossible,barometer,spike_impossible=pressure_trend_hpa,april_may
v2_000064,I90583612,2026-05-31 04:00:00+00:00,2026-05-31 04:00:00+00:00,1,0,benign,,,,april_may
v2_000065,I90583612,2026-06-09 11:00:00+00:00,2026-06-09 11:00:00+00:00,1,1,fault,statistical_anomaly,light_uv,statistical_anomaly=uv_high,june
v2_000066,I90583612,2026-06-09 14:00:00+00:00,2026-06-09 14:00:00+00:00,1,0,benign,,,,june
v2_000067,I90583612,2026-06-09 19:00:00+00:00,2026-06-09 19:00:00+00:00,1,0,benign,,,,june
v2_000068,I90583612,2026-06-10 10:00:00+00:00,2026-06-10 10:00:00+00:00,1,1,fault,statistical_anomaly,light_uv,statistical_anomaly=uv_high,june
v2_000069,I90583612,2026-06-10 20:00:00+00:00,2026-06-10 20:00:00+00:00,1,0,benign,,,,june
v2_000070,I90583612,2026-06-11 16:00:00+00:00,2026-06-11 16:00:00+00:00,1,0,benign,,,,june
v2_000071,I90583612,2026-06-11 19:00:00+00:00,2026-06-11 19:00:00+00:00,1,0,benign,,,,june
v2_000072,I90583612,2026-06-12 10:00:00+00:00,2026-06-12 13:00:00+00:00,4,1,fault,statistical_anomaly,anemometer,statistical_anomaly=windgust_low_kmh,june
v2_000073,I90583612,2026-06-12 16:00:00+00:00,2026-06-12 16:00:00+00:00,1,0,benign,,,,june
v2_000074,I90583612,2026-06-12 18:00:00+00:00,2026-06-12 18:00:00+00:00,1,1,fault,statistical_anomaly,anemometer,statistical_anomaly=windgust_high_kmh,june
v2_000075,I90583612,2026-06-12 20:00:00+00:00,2026-06-12 20:00:00+00:00,1,0,benign,,,,june
v2_000076,I90583612,2026-06-13 03:00:00+00:00,2026-06-13 03:00:00+00:00,1,0,benign,,,,june
v2_000077,I90583612,2026-06-13 09:00:00+00:00,2026-06-13 11:00:00+00:00,3,1,fault,statistical_anomaly,light_uv,statistical_anomaly=uv_high,june
v2_000078,I90583612,2026-06-14 09:00:00+00:00,2026-06-14 11:00:00+00:00,3,1,fault,statistical_anomaly,light_uv,statistical_anomaly=uv_high,june
v2_000079,I90583612,2026-06-15 09:00:00+00:00,2026-06-15 11:00:00+00:00,3,1,fault,statistical_anomaly,light_uv,statistical_anomaly=uv_high,june
v2_000080,I90583612,2026-06-15 14:00:00+00:00,2026-06-15 14:00:00+00:00,1,0,benign,,,,june
v2_000081,I90583612,2026-06-16 11:00:00+00:00,2026-06-16 11:00:00+00:00,1,0,benign,,,,june
v2_000082,I90583612,2026-06-18 11:00:00+00:00,2026-06-18 11:00:00+00:00,1,1,fault,statistical_anomaly,light_uv,statistical_anomaly=uv_high,june
v2_000083,I90583612,2026-06-18 13:00:00+00:00,2026-06-18 13:00:00+00:00,1,0,benign,,,,june
v2_000084,I90583612,2026-06-20 00:00:00+00:00,2026-06-20 00:00:00+00:00,1,1,fault,spike_impossible,barometer,spike_impossible=pressure_trend_hpa,june
v2_000085,I90583612,2026-06-20 14:00:00+00:00,2026-06-20 14:00:00+00:00,1,0,benign,,,,june
v2_000086,I90583612,2026-06-22 21:00:00+00:00,2026-06-22 21:00:00+00:00,1,0,benign,,,,june
v2_000087,I90583612,2026-06-24 11:00:00+00:00,2026-06-24 11:00:00+00:00,1,1,fault,statistical_anomaly,light_uv,statistical_anomaly=uv_high,june
v2_000088,I90583612,2026-06-24 20:00:00+00:00,2026-06-24 20:00:00+00:00,1,1,fault,spike_impossible,barometer,spike_impossible=pressure_trend_hpa,june
v2_000089,I90583612,2026-06-26 11:00:00+00:00,2026-06-26 11:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,june
v2_000090,IALWAH18,2025-08-26 00:00:00+00:00,2025-08-26 00:00:00+00:00,1,0,benign,,,,pre_april
v2_000091,IALWAH18,2025-08-26 04:00:00+00:00,2025-08-26 04:00:00+00:00,1,0,benign,,,,pre_april
v2_000092,IALWAH18,2025-08-26 06:00:00+00:00,2025-08-26 06:00:00+00:00,1,0,benign,,,,pre_april
v2_000093,IALWAH18,2025-08-26 09:00:00+00:00,2025-08-26 13:00:00+00:00,5,0,benign,,,,pre_april
v2_000094,IALWAH18,2025-08-26 16:00:00+00:00,2025-08-26 16:00:00+00:00,1,0,benign,,,,pre_april
v2_000095,IALWAH18,2025-08-27 03:00:00+00:00,2025-08-27 03:00:00+00:00,1,0,benign,,,,pre_april
v2_000096,IALWAH18,2025-08-27 07:00:00+00:00,2025-08-27 07:00:00+00:00,1,0,benign,,,,pre_april
v2_000097,IALWAH18,2025-08-27 09:00:00+00:00,2025-08-27 13:00:00+00:00,5,0,benign,,,,pre_april
v2_000098,IALWAH18,2025-08-28 01:00:00+00:00,2025-08-28 01:00:00+00:00,1,0,benign,,,,pre_april
v2_000099,IALWAH18,2025-08-28 09:00:00+00:00,2025-08-28 14:00:00+00:00,6,0,benign,,,,pre_april
v2_000100,IALWAH18,2025-08-29 09:00:00+00:00,2025-08-29 13:00:00+00:00,5,0,benign,,,,pre_april
v2_000101,IALWAH18,2025-08-30 09:00:00+00:00,2025-08-30 10:00:00+00:00,2,0,benign,,,,pre_april
v2_000102,IALWAH18,2025-08-31 09:00:00+00:00,2025-08-31 11:00:00+00:00,3,0,benign,,,,pre_april
v2_000103,IALWAH18,2025-09-01 03:00:00+00:00,2025-09-01 03:00:00+00:00,1,0,benign,,,,pre_april
v2_000104,IALWAH18,2025-09-01 09:00:00+00:00,2025-09-01 15:00:00+00:00,7,1,fault,statistical_anomaly,thermo_hygrometer,statistical_anomaly=temp_high_c,pre_april
v2_000105,IALWAH18,2025-09-02 09:00:00+00:00,2025-09-02 13:00:00+00:00,5,0,benign,,,,pre_april
v2_000106,IALWAH18,2025-09-02 23:00:00+00:00,2025-09-02 23:00:00+00:00,1,0,benign,,,,pre_april
v2_000107,IALWAH18,2025-09-03 11:00:00+00:00,2025-09-03 13:00:00+00:00,3,0,benign,,,,pre_april
v2_000108,IALWAH18,2025-09-04 11:00:00+00:00,2025-09-04 13:00:00+00:00,3,0,benign,,,,pre_april
v2_000109,IALWAH18,2025-09-04 21:00:00+00:00,2025-09-04 21:00:00+00:00,1,0,benign,,,,pre_april
v2_000110,IALWAH18,2025-09-05 09:00:00+00:00,2025-09-05 13:00:00+00:00,5,0,benign,,,,pre_april
v2_000111,IALWAH18,2025-09-05 19:00:00+00:00,2025-09-05 19:00:00+00:00,1,0,benign,,,,pre_april
v2_000112,IALWAH18,2025-09-06 02:00:00+00:00,2025-09-06 02:00:00+00:00,1,0,benign,,,,pre_april
v2_000113,IALWAH18,2025-09-06 09:00:00+00:00,2025-09-06 13:00:00+00:00,5,0,benign,,,,pre_april
v2_000114,IALWAH18,2025-09-06 17:00:00+00:00,2025-09-06 18:00:00+00:00,2,0,benign,,,,pre_april
v2_000115,IALWAH18,2025-09-07 05:00:00+00:00,2025-09-07 05:00:00+00:00,1,0,benign,,,,pre_april
v2_000116,IALWAH18,2025-09-07 09:00:00+00:00,2025-09-07 13:00:00+00:00,5,0,benign,,,,pre_april
v2_000117,IALWAH18,2025-09-08 06:00:00+00:00,2025-09-08 06:00:00+00:00,1,0,benign,,,,pre_april
v2_000118,IALWAH18,2025-09-08 10:00:00+00:00,2025-09-08 13:00:00+00:00,4,0,benign,,,,pre_april
v2_000119,IALWAH18,2025-09-08 18:00:00+00:00,2025-09-08 18:00:00+00:00,1,0,benign,,,,pre_april
v2_000120,IALWAH18,2025-09-09 09:00:00+00:00,2025-09-09 13:00:00+00:00,5,0,benign,,,,pre_april
v2_000121,IALWAH18,2025-09-10 09:00:00+00:00,2025-09-10 13:00:00+00:00,5,0,benign,,,,pre_april
v2_000122,IALWAH18,2025-09-11 09:00:00+00:00,2025-09-11 13:00:00+00:00,5,0,benign,,,,pre_april
v2_000123,IALWAH18,2025-09-11 15:00:00+00:00,2025-09-11 16:00:00+00:00,2,0,benign,,,,pre_april
v2_000124,IALWAH18,2025-09-12 09:00:00+00:00,2025-09-12 13:00:00+00:00,5,0,benign,,,,pre_april
v2_000125,IALWAH18,2025-09-12 17:00:00+00:00,2025-09-12 17:00:00+00:00,1,0,benign,,,,pre_april
v2_000126,IALWAH18,2025-09-13 09:00:00+00:00,2025-09-13 13:00:00+00:00,5,0,borderline_review,,,,pre_april
v2_000127,IALWAH18,2025-09-14 09:00:00+00:00,2025-09-14 13:00:00+00:00,5,0,borderline_review,,,,pre_april
v2_000128,IALWAH18,2025-09-15 10:00:00+00:00,2025-09-15 13:00:00+00:00,4,0,borderline_review,,,,pre_april
v2_000129,IALWAH18,2025-09-15 16:00:00+00:00,2025-09-15 16:00:00+00:00,1,0,benign,,,,pre_april
v2_000130,IALWAH18,2025-09-16 07:00:00+00:00,2025-09-16 07:00:00+00:00,1,0,benign,,,,pre_april
v2_000131,IALWAH18,2025-09-16 09:00:00+00:00,2025-09-16 13:00:00+00:00,5,0,borderline_review,,,,pre_april
v2_000132,IALWAH18,2025-09-16 19:00:00+00:00,2025-09-16 19:00:00+00:00,1,0,benign,,,,pre_april
v2_000133,IALWAH18,2025-09-17 09:00:00+00:00,2025-09-17 13:00:00+00:00,5,0,borderline_review,,,,pre_april
v2_000134,IALWAH18,2025-09-18 09:00:00+00:00,2025-09-18 13:00:00+00:00,5,0,borderline_review,,,,pre_april
v2_000135,IALWAH18,2025-09-18 18:00:00+00:00,2025-09-18 18:00:00+00:00,1,0,benign,,,,pre_april
v2_000136,IALWAH18,2025-09-19 09:00:00+00:00,2025-09-19 13:00:00+00:00,5,0,borderline_review,,,,pre_april
v2_000137,IALWAH18,2025-09-19 16:00:00+00:00,2025-09-19 16:00:00+00:00,1,0,benign,,,,pre_april
v2_000138,IALWAH18,2025-09-20 01:00:00+00:00,2025-09-20 01:00:00+00:00,1,0,benign,,,,pre_april
v2_000139,IALWAH18,2025-09-20 07:00:00+00:00,2025-09-20 07:00:00+00:00,1,0,benign,,,,pre_april
v2_000140,IALWAH18,2025-09-20 10:00:00+00:00,2025-09-20 13:00:00+00:00,4,0,borderline_review,,,,pre_april
v2_000141,IALWAH18,2025-09-20 14:00:00+00:00,2025-09-20 14:00:00+00:00,1,0,benign,,,,pre_april
v2_000142,IALWAH18,2025-09-20 17:00:00+00:00,2025-09-20 17:00:00+00:00,1,0,benign,,,,pre_april
v2_000143,IALWAH18,2025-09-21 10:00:00+00:00,2025-09-21 13:00:00+00:00,4,0,borderline_review,,,,pre_april
v2_000144,IALWAH18,2025-09-22 10:00:00+00:00,2025-09-22 13:00:00+00:00,4,0,borderline_review,,,,pre_april
v2_000145,IALWAH18,2025-09-22 16:00:00+00:00,2025-09-22 16:00:00+00:00,1,0,benign,,,,pre_april
v2_000146,IALWAH18,2025-09-22 19:00:00+00:00,2025-09-22 19:00:00+00:00,1,0,benign,,,,pre_april
v2_000147,IALWAH18,2025-09-23 09:00:00+00:00,2025-09-23 09:00:00+00:00,1,0,benign,,,,pre_april
v2_000148,IALWAH18,2025-09-23 10:00:00+00:00,2025-09-23 13:00:00+00:00,4,0,borderline_review,,,,pre_april
v2_000149,IALWAH18,2025-09-24 09:00:00+00:00,2025-09-24 12:00:00+00:00,4,0,borderline_review,,,,pre_april
v2_000150,IALWAH18,2025-09-25 04:00:00+00:00,2025-09-25 05:00:00+00:00,2,0,benign,,,,pre_april
v2_000151,IALWAH18,2025-09-25 10:00:00+00:00,2025-09-25 12:00:00+00:00,3,0,borderline_review,,,,pre_april
v2_000152,IALWAH18,2025-09-25 14:00:00+00:00,2025-09-25 14:00:00+00:00,1,0,benign,,,,pre_april
v2_000153,IALWAH18,2025-09-26 10:00:00+00:00,2025-09-26 11:00:00+00:00,2,0,borderline_review,,,,pre_april
v2_000154,IALWAH18,2025-09-27 10:00:00+00:00,2025-09-27 11:00:00+00:00,2,0,borderline_review,,,,pre_april
v2_000155,IALWAH18,2025-09-27 12:00:00+00:00,2025-09-27 13:00:00+00:00,2,0,benign,,,,pre_april
v2_000156,IALWAH18,2025-09-27 18:00:00+00:00,2025-09-27 18:00:00+00:00,1,0,benign,,,,pre_april
v2_000157,IALWAH18,2025-09-28 10:00:00+00:00,2025-09-28 11:00:00+00:00,2,0,borderline_review,,,,pre_april
v2_000158,IALWAH18,2025-09-29 10:00:00+00:00,2025-09-29 11:00:00+00:00,2,0,borderline_review,,,,pre_april
v2_000159,IALWAH18,2025-09-30 10:00:00+00:00,2025-09-30 11:00:00+00:00,2,0,benign,,,,pre_april
v2_000160,IALWAH18,2025-10-02 11:00:00+00:00,2025-10-02 11:00:00+00:00,1,0,benign,,,,pre_april
v2_000161,IALWAH18,2025-10-04 05:00:00+00:00,2025-10-04 05:00:00+00:00,1,0,benign,,,,pre_april
v2_000162,IALWAH18,2025-10-04 10:00:00+00:00,2025-10-04 13:00:00+00:00,4,0,benign,,,,pre_april
v2_000163,IALWAH18,2025-10-04 22:00:00+00:00,2025-10-04 22:00:00+00:00,1,0,benign,,,,pre_april
v2_000164,IALWAH18,2025-10-05 03:00:00+00:00,2025-10-05 03:00:00+00:00,1,0,benign,,,,pre_april
v2_000165,IALWAH18,2025-10-05 10:00:00+00:00,2025-10-05 10:00:00+00:00,1,0,benign,,,,pre_april
v2_000166,IALWAH18,2025-10-05 14:00:00+00:00,2025-10-05 15:00:00+00:00,2,0,benign,,,,pre_april
v2_000167,IALWAH18,2025-10-06 04:00:00+00:00,2025-10-06 04:00:00+00:00,1,0,benign,,,,pre_april
v2_000168,IALWAH18,2025-10-07 10:00:00+00:00,2025-10-07 10:00:00+00:00,1,0,benign,,,,pre_april
v2_000169,IALWAH18,2025-10-08 09:00:00+00:00,2025-10-08 12:00:00+00:00,4,0,benign,,,,pre_april
v2_000170,IALWAH18,2025-10-09 10:00:00+00:00,2025-10-09 10:00:00+00:00,1,0,benign,,,,pre_april
v2_000171,IALWAH18,2025-10-09 11:00:00+00:00,2025-10-09 11:00:00+00:00,1,0,benign,,,,pre_april
v2_000172,IALWAH18,2025-10-09 16:00:00+00:00,2025-10-09 16:00:00+00:00,1,0,benign,,,,pre_april
v2_000173,IALWAH18,2025-10-09 20:00:00+00:00,2025-10-09 20:00:00+00:00,1,0,benign,,,,pre_april
v2_000174,IALWAH18,2025-10-10 10:00:00+00:00,2025-10-10 10:00:00+00:00,1,0,benign,,,,pre_april
v2_000175,IALWAH18,2025-10-10 23:00:00+00:00,2025-10-10 23:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,pre_april
v2_000176,IALWAH18,2025-10-11 07:00:00+00:00,2025-10-11 07:00:00+00:00,1,0,benign,,,,pre_april
v2_000177,IALWAH18,2025-10-12 11:00:00+00:00,2025-10-12 11:00:00+00:00,1,0,benign,,,,pre_april
v2_000178,IALWAH18,2025-10-12 16:00:00+00:00,2025-10-12 16:00:00+00:00,1,0,benign,,,,pre_april
v2_000179,IALWAH18,2025-10-24 06:00:00+00:00,2025-10-24 06:00:00+00:00,1,0,benign,,,,pre_april
v2_000180,IALWAH18,2025-10-26 05:00:00+00:00,2025-10-26 06:00:00+00:00,2,0,benign,,,,pre_april
v2_000181,IALWAH18,2025-10-26 13:00:00+00:00,2025-10-26 13:00:00+00:00,1,0,benign,,,,pre_april
v2_000182,IALWAH18,2025-11-02 15:00:00+00:00,2025-11-02 15:00:00+00:00,1,0,benign,,,,pre_april
v2_000183,IALWAH18,2025-11-07 06:00:00+00:00,2025-11-07 06:00:00+00:00,1,1,fault,statistical_anomaly,light_uv,statistical_anomaly=uv_high,pre_april
v2_000184,IALWAH18,2025-11-07 15:00:00+00:00,2025-11-07 15:00:00+00:00,1,0,benign,,,,pre_april
v2_000185,IALWAH18,2025-11-11 03:00:00+00:00,2025-11-11 07:00:00+00:00,5,0,benign,,,,pre_april
v2_000186,IALWAH18,2025-11-11 09:00:00+00:00,2025-11-11 09:00:00+00:00,1,0,benign,,,,pre_april
v2_000187,IALWAH18,2025-11-13 15:00:00+00:00,2025-11-13 15:00:00+00:00,1,0,benign,,,,pre_april
v2_000188,IALWAH18,2025-11-16 06:00:00+00:00,2025-11-16 06:00:00+00:00,1,0,benign,,,,pre_april
v2_000189,IALWAH18,2025-11-16 08:00:00+00:00,2025-11-16 08:00:00+00:00,1,0,benign,,,,pre_april
v2_000190,IALWAH18,2025-11-23 10:00:00+00:00,2025-11-23 10:00:00+00:00,1,0,benign,,,,pre_april
v2_000191,IALWAH18,2025-11-24 12:00:00+00:00,2025-11-24 12:00:00+00:00,1,0,benign,,,,pre_april
v2_000192,IALWAH18,2025-12-07 01:00:00+00:00,2025-12-07 07:00:00+00:00,7,0,benign,,,,pre_april
v2_000193,IALWAH18,2025-12-09 04:00:00+00:00,2025-12-09 07:00:00+00:00,4,0,benign,,,,pre_april
v2_000194,IALWAH18,2025-12-10 14:00:00+00:00,2025-12-10 14:00:00+00:00,1,0,benign,,,,pre_april
v2_000195,IALWAH18,2025-12-11 05:00:00+00:00,2025-12-11 05:00:00+00:00,1,0,benign,,,,pre_april
v2_000196,IALWAH18,2025-12-14 10:00:00+00:00,2025-12-14 10:00:00+00:00,1,0,benign,,,,pre_april
v2_000197,IALWAH18,2025-12-14 14:00:00+00:00,2025-12-14 14:00:00+00:00,1,0,benign,,,,pre_april
v2_000198,IALWAH18,2025-12-14 17:00:00+00:00,2025-12-14 17:00:00+00:00,1,0,benign,,,,pre_april
v2_000199,IALWAH18,2025-12-15 16:00:00+00:00,2025-12-15 16:00:00+00:00,1,0,benign,,,,pre_april
v2_000200,IALWAH18,2025-12-16 11:00:00+00:00,2025-12-17 11:00:00+00:00,25,1,fault,stuck_flatline,anemometer,stuck_flatline=windgust_avg_kmh+windspeed_avg_kmh,pre_april
v2_000201,IALWAH18,2025-12-23 05:00:00+00:00,2025-12-23 06:00:00+00:00,2,0,benign,,,,pre_april
v2_000202,IALWAH18,2025-12-25 06:00:00+00:00,2025-12-25 06:00:00+00:00,1,0,benign,,,,pre_april
v2_000203,IALWAH18,2026-01-02 04:00:00+00:00,2026-01-02 04:00:00+00:00,1,0,benign,,,,pre_april
v2_000204,IALWAH18,2026-01-02 14:00:00+00:00,2026-01-02 14:00:00+00:00,1,0,benign,,,,pre_april
v2_000205,IALWAH18,2026-01-08 10:00:00+00:00,2026-01-08 10:00:00+00:00,1,0,benign,,,,pre_april
v2_000206,IALWAH18,2026-01-08 11:00:00+00:00,2026-01-08 11:00:00+00:00,1,0,benign,,,,pre_april
v2_000207,IALWAH18,2026-01-13 09:00:00+00:00,2026-01-13 09:00:00+00:00,1,0,benign,,,,pre_april
v2_000208,IALWAH18,2026-01-13 12:00:00+00:00,2026-01-13 12:00:00+00:00,1,0,benign,,,,pre_april
v2_000209,IALWAH18,2026-01-14 02:00:00+00:00,2026-01-14 06:00:00+00:00,5,0,borderline_review,,,,pre_april
v2_000210,IALWAH18,2026-01-15 02:00:00+00:00,2026-01-15 06:00:00+00:00,5,0,benign,,,,pre_april
v2_000211,IALWAH18,2026-01-15 08:00:00+00:00,2026-01-15 08:00:00+00:00,1,0,benign,,,,pre_april
v2_000212,IALWAH18,2026-01-20 17:00:00+00:00,2026-01-20 17:00:00+00:00,1,0,benign,,,,pre_april
v2_000213,IALWAH18,2026-01-26 08:00:00+00:00,2026-01-26 08:00:00+00:00,1,0,benign,,,,pre_april
v2_000214,IALWAH18,2026-01-27 09:00:00+00:00,2026-01-27 15:00:00+00:00,7,0,benign,,,,pre_april
v2_000215,IALWAH18,2026-01-27 16:00:00+00:00,2026-01-27 16:00:00+00:00,1,0,benign,,,,pre_april
v2_000216,IALWAH18,2026-01-28 09:00:00+00:00,2026-01-28 09:00:00+00:00,1,0,benign,,,,pre_april
v2_000217,IALWAH18,2026-02-01 12:00:00+00:00,2026-02-01 13:00:00+00:00,2,0,borderline_review,,,,pre_april
v2_000218,IALWAH18,2026-02-03 02:00:00+00:00,2026-02-03 02:00:00+00:00,1,0,benign,,,,pre_april
